Property Address,Property Name,Property Type,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Days On Market,Land Area (AC),Land Area (SF),LEED Certified,Latitude,Longitude,Operational Status,Rent/SF/Yr,Rent Type,Star Rating,Typical Floor Size,Zoning,Building Class,Energy Star,Property Location,Proposed Land Use,Rent
584 E Norman Rd,Gateway South Building 8,Industrial,Existing,Inland Empire East,San Bernardino,San Bernardino,CA,92408,San Bernardino,2024,1,,200.0,0.52,300188,300188,300188,300188,300188,300188,0,-,0.0,4000.0,2024 Tax @ $2.4397/sf,2024 Tax @ $2.4397/sf,,,DAUM Commercial Real Estate Services,,9099120018.0,,Cody Wolf,,Hillwood Development Corporation,Hillwood Development Corporation,"Security System, LEED Certified, Wheelchair Accessible, Reception, Demised WC facilities, Air Conditioning",4000a 3p,"36'0""",39.0,2,56'w x 60'd,ESFR,,Steel,,Yes,Yes,Yes,Yes,12802718,,,AllianceCalifornia,0,11.98,521849.0,LEED Certified,34.0819158,-117.2738082,,$7.14 - 8.72 (Est.),,4,300188,IL,A,,,,8.72
NWC Jersey Blvd & Milliken Ave,,Industrial,Under Construction,Inland Empire West,Airport Area,Rancho Cucamonga,CA,91730,San Bernardino,2025,1,,109.0,0.72,151455,77486,36792,151455,151455,0,0,-,0.0,,2024 Tax @ $0.1885/sf,2024 Tax @ $0.1885/sf,,,,,,,,,,,"Mezzanine, Air Conditioning",200-800a/277-480v 3p 4w,"30'0""",12.0,4,56'w x 48'd,ESFR,,Masonry,,,,,,19696222,,,,0,7.4,322344.0,,34.0953137,-117.557362,,$8.78 - 10.73 (Est.),,4,151455,,A,,,,10.73
1151 N Ocean Cir,Phase III - Bldg E,Industrial,Existing,North County,Anaheim,Anaheim,CA,92806,Orange,2015,1,,50.0,1.55,100170,339305,100170,100170,100170,0,0,-,100.0,,2024 Tax @ $2.4632/sf,2024 Tax @ $2.4632/sf,,,CBRE,,7143719210.0,,Brad Bierbaum,,Panattoni Development Company,BGO,"Skylights, Energy Star Labeled",800a/277-480v 3p 4w,"32'0""",14.0,"2/12'0""w x 14'0""h",52'w x 60'd,ESFR,,Reinforced Concrete,,,,,,9406562,,,Anaheim Concourse,0,4.5,196020.0,,33.8556324,-117.8520981,,$8.43 - 10.31 (Est.),,4,100170,SP 94-1,A,,,,10.31
1153 N Ocean Cir,Phase III - Bldg F,Industrial,Existing,North County,Anaheim,Anaheim,CA,92806,Orange,2015,1,,50.0,1.5,106904,339305,106904,106904,106904,0,0,-,100.0,,2024 Tax @ $2.7719/sf,2024 Tax @ $2.7719/sf,,,CBRE,,7143719210.0,,Brad Bierbaum,,Panattoni Development Company,BGO,"Mezzanine, Skylights",800-4000a/120-240v 3p 4w,"32'0""",14.0,"2/8'0""w x 10'0""h",52'w x 60'd,ESFR,,Reinforced Concrete,,,,,,9406570,,,Anaheim Concourse,0,5.42,236095.0,,33.8563164,-117.8524505,,$10.15 - 12.40 (Est.),,4,106904,SP 94-1,A,,,,12.4
23784 Orange Ave,Harvill Business Center,Industrial,Under Construction,Inland Empire East,Moreno Valley/Perris,Perris,CA,92570,Riverside,2025,1,,317.0,0.57,429823,429823,429823,429823,429823,0,0,-,0.0,,2024 Tax @ $0.1479/sf,2024 Tax @ $0.1479/sf,,,,,,,,,,,Skylights,4000a,"40'0""",54.0,2,,ESFR,,Reinforced Concrete,,,,,,19738263,,,,0,19.36,843322.0,,33.8177153,-117.2471474,,$7.32 - 8.94 (Est.),,4,429823,M-SC,A,,,,8.94
10455 Pacific Center Ct,,Flex,Existing,North San Diego,Sorrento Mesa,San Diego,CA,92121,San Diego,1997,2,,263.0,3.0,92477,92477,26939,184954,92477,0,92477,-,100.0,,2024 Tax @ $6.4580/sf,2024 Tax @ $6.4580/sf,,,Cushman & Wakefield,,8585465412.0,,Mike Novkov,,Kilroy Realty Corporation,"Nuveen Global Cities REIT, Inc.","Bio-Tech/ Lab Space, Fenced Lot, Signage, Wet Lab, Wheelchair Accessible, Air Conditioning",7000a/277-480v,"25'0""",,"8/8'0""w x 12'0""h",,Yes,,Masonry,,,City,City,,318242,,,Pacific Corporate Center,0,7.74,337154.0,,32.9077054,-117.1874472,,$16.93 - 20.70 (Est.),,4,46238,IL-2-1,A,,,,20.7
199 E Paige Ave,99 Central Logistics Center - Building 1,Industrial,Existing,Tulare,Tulare,Tulare,CA,93274,Tulare,2024,1,,1038.0,1.91,544077,544077,150000,544077,544077,544077,0,-,0.0,,2024 Tax @ $0.0809/sf,2024 Tax @ $0.0809/sf,,,,,,,,,Uprite Construction,CA Ventures,Fenced Lot,4000a/277-480v,"36'0""",92.0,"4/12'0""w x 14'0""h",56'w x 50'd,ESFR,,Reinforced Concrete,,,,,,13845914,,,99 Central Logistics Center,0,35.21,1533748.0,,36.1798196,-119.3453262,,$6.83 - 8.35 (Est.),,4,544077,C,A,,,,8.35
7820 Paseo De La Fuente,OBX- Building 4,Industrial,Existing,South Bay,Otay Mesa,San Diego,CA,92154,San Diego,2024,1,,207.0,1.01,205832,125801,47000,125801,125801,205832,0,-,38.88,,2024 Tax @ $0.0359/sf,2024 Tax @ $0.0359/sf,,,JLL,,8584101251.0,,Greg Lewis,Emerald Real Estate Partners,,Emerald Real Estate Partners,,4000a/480v,"36'0""",39.0,2,60'w x 52'd,ESFR,,,,,,,,12725709,,,Otay Border Crossing,542,12.68,552341.0,,32.5609704,-116.9071846,,$9.76 - 11.93 (Est.),,4,205832,,A,,,,11.93
12450 Philadelphia St,Mira Loma Industrial Center,Industrial,Existing,Inland Empire East,Riverside,Eastvale,CA,91752,Riverside,2001,1,,99.0,0.38,185529,185529,185529,185529,185529,0,0,-,100.0,2400.0,2024 Tax @ $0.7028/sf,2024 Tax @ $0.7028/sf,,,,,,,,,,Alere Property Group LLC,"Fenced Lot, Property Manager on Site, Skylights, Energy Star Labeled, Air Conditioning",800a/277-480v 3p 4w,"30'0""",25.0,"4/12'0""w x 14'0""h",50'w x 52'd,ESFR,,Masonry,Union Pacific Railroad,,,,,115501,,,Mira Loma Industrial Ctr.,0,8.8,383328.0,,34.032813,-117.556149,,$6.51 - 7.96 (Est.),,4,185529,"MM, Mira Loma",A,,,,7.96
650 Piercy Rd,Building 3,Industrial,Under Construction,South San Jose,South San Jose,San Jose,CA,95138,Santa Clara,2025,1,,220.0,1.05,209172,209172,209172,209172,209172,0,0,-,0.0,,2024 Tax @ $2.1745/sf,2024 Tax @ $2.1745/sf,,,,,,,,,Hines,Hines,,4000a/277-480v,"36'0""",34.0,2,,ESFR,,Reinforced Concrete,,,,,,12889354,,,Edenvale Industrial Park,0,12.8,557568.0,,37.2522467,-121.770449,,$13.93 - 17.02 (Est.),,4,209172,IP,A,,,,17.02
2151 Proforma Ave,,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2017,1,,73.0,1.12,236446,236446,236446,236446,236446,0,0,-,100.0,1988.0,2024 Tax @ $0.9455/sf,2024 Tax @ $0.9455/sf,,,Colliers,,9096122614.0,,Thomas Taylor,,Panattoni,Panattoni,Energy Star Labeled,800a/277-480v 3p 4w,"30'0""",28.0,2,50'w x 52'd,ESFR,,,,,,,,10311569,,,,0,10.769995,469141.0,,34.0360373,-117.5953393,,$8.62 - 10.53 (Est.),,4,236446,,A,,,,10.53
731 Ramona Expressway,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92571,Riverside,2024,1,,95.0,0.38,165307,165307,165307,165307,165307,165307,0,-,0.0,4985.0,2023 Tax @ $0.0664/sf,2023 Tax @ $0.0664/sf,,,,,,,,,,FS PERRIS LLC,,2000a/277-480v 3p,"36'0""",16.0,"2/12'0""w x 14'0""h",,ESFR,,,,,Yes,Yes,,18668191,,,,212,7.58,330185.0,,33.8435915,-117.240514,,$7.77 - 9.50 (Est.),,4,165307,,A,,,,9.5
30700 Rancho Viejo Rd,Building 1,Industrial,Under Construction,South County,San Juan Cap/S Clemente/Dana Point,San Juan Capistrano,CA,nan,Orange,2025,1,,196.0,1.11,101508,122308,50000,101508,101508,0,0,-,0.0,20000.0,2024 Tax @ $4.2611/sf,2024 Tax @ $4.2611/sf,,,JLL,,9498852985.0,,Louis Tomaselli,,Dedeaux Properties,"Integral Communities, Inc.",,2000a,"30'0""",31.0,4,,ESFR,,,,,,,,12455417,,,Swallows Creek,11,11.21,488308.0,,33.518346,-117.662627,,$12.15 - 14.85 (Est.),,4,101508,IP,A,,,,14.85
3350 Redlands Ave,Rider Logistics Center | Building 3,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92571,Riverside,2020,1,,575.0,0.65,643263,643263,643263,643263,643263,0,0,-,100.0,6498.0,2024 Tax @ $0.0092/sf,2024 Tax @ $0.0092/sf,,,CBRE,,9094182169.0,,Daniel De la Paz,,,Ivanhoé Cambridge,,4000a,"36'0""",119.0,"4/12'0""w x 14'0""h",56'w x 50'd,ESFR,,Reinforced Concrete,,,,,,10378852,,,Rider Business Center,0,,,,33.8313045,-117.2195324,,$7.69 - 9.40 (Est.),,4,643263,LI,A,,,,9.4
1910 Renaissance Pky,,Industrial,Existing,Inland Empire East,San Bernardino,Rialto,CA,92377,San Bernardino,2024,1,,90.0,0.79,114115,114115,56809,114115,114115,114115,0,-,0.0,,2023 Tax @ $0.2166/sf,2023 Tax @ $0.2166/sf,,,,,,,,,Lovett Industrial,Lovett Industrial,,2000a,"36'0""",12.0,2,,ESFR,,,,,,,,13909968,,,,822,6.02,262231.0,,34.1353669,-117.4105316,,$7.23 - 8.84 (Est.),,4,114115,FI,A,,,,8.84
159 E Rosecrans Ave,Bridge Point South Bay VI,Industrial,Existing,South Bay,West Rancho Dominguez,Los Angeles,CA,90061,Los Angeles,2023,1,,141.0,1.31,107733,208261,107733,107733,107733,107733,0,-,0.0,10000.0,2024 Tax @ $3.6936/sf,2024 Tax @ $3.6936/sf,,,JLL,,4242943436.0,,Brianna Demus,,Bridge Industrial,Bridge Industrial,"Yard, Air Conditioning",2000a/277-480v,"32'0""",14.0,1,60'w x 52'd,ESFR,,Reinforced Concrete,,,,,,11426366,,,,86,5.08,221285.0,,33.902351,-118.271386,,$10.81 - 13.21 (Est.),,4,107733,M2,A,,,,13.21
8841 Sage Way,,Industrial,Existing,South Bay,Otay Mesa,San Diego,CA,92154,San Diego,2023,1,,199.0,1.08,183695,183695,90000,183695,183695,183695,0,-,0.0,,,,,,,,,,,,Phelan Development Company,The Carlyle Group,"Signage, Skylights, Wheelchair Accessible, Reception",4000a,"32'0""",27.0,2,56'w x 60'd,ESFR,,Steel,,,,,,13020939,,,Interchange,975,2.61,113692.0,,32.5719948,-116.9531071,,$9.05 - 11.06 (Est.),,4,183695,I-7,A,,,,11.06
15710 San Antonio Ave,,Industrial,Existing,Inland Empire West,Chino/Chino Hills,Chino,CA,91708,San Bernardino,2004,1,,188.0,0.34,549195,549195,549195,549195,549195,549195,0,-,0.0,11557.0,2024 Tax @ $1.1373/sf,2024 Tax @ $1.1373/sf,,,JLL,,9094676860.0,,Peter McWilliams,Avison Young,Carson Companies,Manulife  Financial Corporation,"Fenced Lot, Skylights, Fluorescent Lighting",800a,"32'0""",109.0,"2/12'0""w x 15'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,785175,,,Chino South Bus Pk Bld E,0,25.12,1094227.0,,33.9659468,-117.6590629,,$6.76 - 8.26 (Est.),,4,549195,M-2; Chino,A,,,,8.26
26871 San Bernardino Ave,Nevada Corporate Center,Industrial,Existing,Inland Empire East,Redlands/Loma Linda,Redlands,CA,92374,San Bernardino,2015,1,,169.0,0.33,304246,304246,148555,452801,304246,304246,148555,-,0.0,17058.0,2024 Tax @ $0.9492/sf,2024 Tax @ $0.9492/sf,,,,,,,,,,BGO,"Mezzanine, Skylights, Energy Star Labeled",800-4000a,"32'0""",41.0,"2/12'0""w x 14'0""h",60'w x 52'd,ESFR,,Reinforced Concrete,,,,,,9178064,,,,0,12.35,537966.0,LEED Certified,34.0763777,-117.2184593,,$6.74 - 8.24 (Est.),,5,304246,EV/SD,A,Energy Star,SWC,,8.24
7350 San Gorgonio Dr,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Riverside,CA,92508,Riverside,2017,1,,188.0,1.44,121390,121390,121390,121390,121390,0,0,-,0.0,,2024 Tax @ $4.8026/sf,2024 Tax @ $4.8026/sf,,,,,,,,,KB Developmnet,American Exchange Group,"Fenced Lot, Skylights, Energy Star Labeled",2000a/277-480v 3p,"32'0""",20.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,Yes,Yes,,9337650,,,Sycamore Business Center,0,6.21,270508.0,,33.9182967,-117.2949568,,$7.18 - 8.77 (Est.),,4,121390,BMP,A,,,,8.77
13423 Santa Ana Ave,Commerce Way,Industrial,Existing,Inland Empire West,Airport Area,Fontana,CA,92337,San Bernardino,2000,1,,350.0,0.43,819004,484643,484643,484643,484643,484643,0,-,40.83,6719.0,2024 Tax @ $1.0800/sf,2024 Tax @ $1.0800/sf,,,JLL,,9094676885.0,,Michael McCrary,,Western Realco,EQT Real Estate,"Fenced Lot, Skylights",1000a/277-480v 3p 4w,"30'0""",130.0,"4/12'0""w x 14'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,614674,,,,0,35.82,1560319.0,,34.0535958,-117.5129905,,$6.59 - 8.05 (Est.),,4,819004,I-G,A,,,,8.05
5461 Santa Ana St,,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,1988,1,,109.0,1.0,109420,109420,109420,109420,109420,0,0,-,100.0,3000.0,2024 Tax @ $0.8177/sf,2024 Tax @ $0.8177/sf,,,Newmark,,9099744071.0,,Ronald Washle,,,Cindy Landon,Fenced Lot,2000a/277-480v 3p,"30'0""",19.0,"2/12'0""w x 14'0""h",56'w x 48'd,ESFR,,Masonry,Burlington Northern Santa Fe,,,,,41637,,,Paragon Distribution Center,0,4.95,215622.0,,34.0562,-117.533075,,$7.82 - 9.55 (Est.),,4,109420,IH,A,,,,9.55
10251 Santa Fe Springs Rd,Building 3,Industrial,Under Construction,Mid-Cities,Santa Fe Springs/La Mirada,Santa Fe Springs,CA,90670,Los Angeles,2025,2,,170.0,1.4,121124,121124,121124,121124,121124,0,0,-,0.0,7000.0,2024 Tax @ $3.5244/sf,2024 Tax @ $3.5244/sf,,,Newmark,,3104912088.0,,Connor Reeves,,Outrigger Industrial,Centris Industrial,"Mezzanine, Skylights",2000a/277v 3p 4w,"30'0""",14.0,2,,ESFR,,,,,,,,13392918,,,Telegraph Pointe,0,6.85,298386.0,,33.9436705,-118.064929,,$10.02 - 12.25 (Est.),,4,117124,VEM,A,,,,12.25
3815 Schaufele Ave,Bldg 1,Industrial,Existing,South Bay,Long Beach,Long Beach,CA,90808,Los Angeles,2012,1,,154.0,1.49,103128,103128,103128,103128,0,0,103128,-,100.0,,2024 Tax @ $7.6957/sf,2024 Tax @ $7.6957/sf,,,,,,,,,"Essex Realty Management, Inc.",Cabot Properties Inc,Fenced Lot,Heavy,"30'0""",11.0,"1/10'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,,,,,6765844,,,Pacific Pointe North @ Douglas Park,0,4.8564,211545.0,LEED Certified - Silver,33.828183,-118.149145,,$10.49 - 12.82 (Est.),,4,103128,LBPPD1,A,,,,12.82
5400 Shea Center Dr,Bldg 4,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2001,1,2014.0,371.0,0.37,748023,748023,748023,748023,748023,0,0,-,100.0,10253.0,2024 Tax @ $0.4494/sf,2024 Tax @ $0.4494/sf,,,,,,,,,Shea Properties,Shea Properties,"Fenced Lot, Skylights",800-3600a/277-480v 3p 4w,"30'0""",119.0,"2/12'0""w x 14'0""h",50'w x 52'd,ESFR,,Reinforced Concrete,Southern Pacific Railroad,Yes,Yes,Yes,,6329,,,Shea Center Ontario,0,34.11,1485832.0,,34.065678,-117.530399,,$7.17 - 8.76 (Est.),,4,748023,IND,A,,SE Quadrant of 10 and 15 Freeways,,8.76
17400 Shideler Pky,Bldg 1,Industrial,Existing,San Joaquin County,Manteca,Lathrop,CA,95330,San Joaquin,2008,1,,60.0,0.16,374976,185716,69940,185716,0,0,185716,-,100.0,,2024 Tax @ $0.8231/sf,2024 Tax @ $0.8231/sf,,,EQT Real Estate,,3108553667.0,,Thomas Wang,,Kearny Investors LLC,EQT Exeter Real Estate Income Trust,Skylights,3000a/277-480v 3p 3w,"30'0""",50.0,"54/12'0""w x 16'0""h",60'w x 60'd,ESFR,,Masonry,,,,,,391430,,,Lathrop Industrial Park,0,18.3,797148.0,,37.8041123,-121.2643397,,$5.30 - 6.47 (Est.),,4,374976,I-L,A,,,,6.47
12610-12728 Shoemaker Ave,Bldg C,Industrial,Existing,Mid-Cities,Santa Fe Springs/La Mirada,Santa Fe Springs,CA,90670,Los Angeles,2001,1,,164.0,0.73,225400,83843,83843,83843,83843,83843,0,-,62.8,,2024 Tax @ $0.9694/sf,2024 Tax @ $0.9694/sf,,,Colliers,,9497245543.0,,Clyde Stauff,The Orden Company,The Orden Company,The Orden Company,"Fenced Lot, Property Manager on Site, Skylights",800a/277-480v 3p,"32'0""",36.0,"2/7'0""w x 10'0""h",,ESFR,,Reinforced Concrete,,,,,,634181,,,Golden Springs Business Park,0,11.29,491792.0,,33.9158021,-118.0543476,,$10.29 - 12.57 (Est.),,4,225400,M2,A,,,,12.57
14383 Skybolt Ln,Phase 3 Bldg 7,Industrial,Under Construction,West County,Huntington Beach,Huntington Beach,CA,92647,Orange,2025,1,,126.0,2.21,57044,318751,57044,57044,57044,0,0,-,0.0,8103.0,2023 Tax @ $8.1895/sf,2023 Tax @ $8.1895/sf,,,,,,,,,Oltmans Construction Co.,Sares-Regis Group,,4000a/277-480v,"32'0""",8.0,1,,ESFR,,Reinforced Concrete,,,,,,19293763,,,Huntington Gateway,0,3.8,165528.0,,33.7512844,-118.039008,,$10.84 - 13.25 (Est.),,5,57044,SP11,A,,,,13.25
5055 Skylab Ln,Phase 3 Bldg 9,Industrial,Under Construction,West County,Huntington Beach,Huntington Beach,CA,92647,Orange,2025,1,,179.0,1.92,93068,318751,93068,93068,93068,0,0,-,0.0,,,,,,,,,,,,Oltmans Construction Co.,Sares-Regis Group,,4000a/277-480v,"32'0""",11.0,2,,ESFR,,Reinforced Concrete,,,,,,19293799,,,Huntington Gateway,0,5.3,230868.0,,33.748365,-118.0399355,,$10.79 - 13.19 (Est.),,5,93068,SP11,A,,,,13.19
7421 E Slauson Ave,Building II,Industrial,Existing,Central Los Angeles,Commerce,Commerce,CA,90040,Los Angeles,2025,1,,67.0,1.17,57410,57410,57410,57410,57410,57410,0,-,0.0,10296.0,,,,,Colliers,,3232783110.0,,"Scott Heaton, SIOR",,Bridge Industrial,Bridge Industrial,"Mezzanine, Skylights",3000a/277-480v 3p 4w,"36'0""",9.0,1,52'w x 52'd,ESFR,,Reinforced Concrete,,,,,,14215287,,,Bridge Point Commerce,0,2.94,128066.0,,33.9784348,-118.1311985,,$9.42 - 11.52 (Est.),,4,57410,CMM2,A,,,,11.52
14457 Slover Ave,,Industrial,Existing,Inland Empire West,Airport Area,Fontana,CA,92337,San Bernardino,2024,1,,105.0,0.33,165327,165327,165327,165327,165327,165327,0,-,0.0,,,,,,Cushman & Wakefield,,9099424642.0,,Brice Larson,,,Dedeaux Properties,Mezzanine,1600-3000a/480v 3p,"36'0""",21.0,1,,ESFR,,,,,,,,19246091,,,,0,7.36,320602.0,,34.0618501,-117.4898881,,$8.74 - 10.69 (Est.),,4,165327,SP,A,,,,10.69
9112 Spectrum Center Blvd,Spectrum Tech Center Bldg II,Flex,Existing,Central Suburban,Kearny Mesa,San Diego,CA,92123,San Diego,2000,1,2003.0,393.0,3.83,102521,71406,20411,71406,71406,71406,0,-,30.35,,2024 Tax @ $2.4407/sf,2024 Tax @ $2.4407/sf,,,,,,,,"Overland Storage, Inc.",LBA Realty,W.P. Carey Inc.,"Property Manager on Site, Signage",4000a/277-480v 3p 4w,"30'0""",11.0,"3/12'0""w x 12'0""h",56'w x 60'd,Yes,,Masonry,,Yes,Yes,Yes,Yes,626357,,,Overland Storage Campus,0,5.32,231739.0,,32.8271183,-117.133169,,$16.53 - 20.20 (Est.),,4,102521,IL-2-1,A,,NWC Spectrum Center Blvd & Overland Ave,,20.2
4471 State St,Building 8,Industrial,Under Construction,Inland Empire West,Upland/Montclair,Montclair,CA,91763,San Bernardino,2025,1,,139.0,1.26,110507,110507,110507,110507,110507,0,0,-,0.0,,,,,,Newmark,,9099744070.0,,Mark Kegans,,,Oakmont Industrial Group LLC,Fenced Lot,800-2000a/277-480v 3p 4w,"32'0""",18.0,2,,ESFR,,,,,,,,19680767,,,Oakmont Mission Ramona Business Park,295,1.056,45999.0,,34.0586667,-117.7076372,,$9.23 - 11.28 (Est.),,4,110507,M1,A,,,,11.28
6250 Sycamore Canyon Blvd,Bldg D,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Riverside,CA,92507,Riverside,2006,1,,274.0,1.5,133200,133200,133200,133200,133200,0,0,-,0.0,5000.0,2024 Tax @ $1.0798/sf,2024 Tax @ $1.0798/sf,,,Colliers,,9497245509.0,,Ian DeVries,,The Magnon Companies,"Cgu Capital Group, LLC, A California Limited Liabi","Fenced Lot, Skylights",2000-4000a/277-480v 3p,"28'0""",24.0,"8/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,857401,,,Sycamore Canyon Commerce Center,0,7.61,331492.0,,33.937692,-117.2974179,,$7.06 - 8.63 (Est.),,4,133200,I,A,,,,8.63
4187 Temple City Blvd,Bldg D,Industrial,Existing,San Gabriel Valley,Lower San Gabriel Valley,El Monte,CA,91731,Los Angeles,2016,1,,196.0,1.19,164284,164284,164284,164284,0,0,164284,-,100.0,2570.0,2024 Tax @ $3.4067/sf,2024 Tax @ $3.4067/sf,,,,,,,,,"The Magellan Group, Inc.",TIAA,"Fluorescent Lighting, Air Conditioning",1200-3000a/277-480v 3p 4w,"30'0""",25.0,"6/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,9404525,,,Magellan Gateway,0,7.4131,322915.0,,34.0857181,-118.0612174,,$10.76 - 13.15 (Est.),,5,164284,M2,A,,,,13.15
1100 Valencia Ave,,Industrial,Existing,Airport Area,Tustin,Tustin,CA,92780,Orange,2024,1,,95.0,0.53,177766,311442,177766,177766,177766,177766,0,-,0.0,,2024 Tax @ $6.2261/sf,2024 Tax @ $6.2261/sf,,,CBRE,,9497258504.0,,Dave Desper,,,Dermody,"Fenced Lot, Signage",2000a,"36'0""",22.0,2,56'w x 60'd,ESFR,,Reinforced Concrete,,,,,,12806095,,,LogistiCenter at 55,0,7.22,314503.0,,33.7202694,-117.8382969,,$9.65 - 11.79 (Est.),,5,177766,,A,,,,11.79
350 W Valley Blvd,Birtcher Logistics Center Rialto,Industrial,Existing,Inland Empire East,San Bernardino,Rialto,CA,92376,San Bernardino,2025,1,,379.0,0.59,492631,492631,492631,492631,492631,492631,0,-,0.0,10863.0,,,,,JLL,,9094676885.0,,Michael McCrary,,Birtcher Development,Birtcher Development,"Fenced Lot, Skylights",4000a,"40'0""",62.0,2,60'w x 56'd,ESFR,,Reinforced Concrete,,,,,,12641201,,,,0,18.02,784951.0,,34.0711724,-117.3753152,,$6.86 - 8.39 (Est.),,4,492631,M1,A,,,,8.39
15097 Van Vliet Ave,Legacy Building 839,Industrial,Existing,Inland Empire West,Chino/Chino Hills,Chino,CA,91710,San Bernardino,2020,1,,345.0,0.4,505735,505735,505735,505735,505735,505735,0,-,0.0,10733.0,2024 Tax @ $1.5531/sf,2024 Tax @ $1.5531/sf,,,Colliers,,9096122614.0,,Thomas Taylor,Watson Land Company,Watson Land Company,Watson Land Company,Skylights,1200-3000a/277-480v 3p 4w,"36'0""",104.0,"2/12'0""w x 14'0""h",,ESFR,,,,,,,,10598536,,,Watson Industrial Park,0,25.53,1112087.0,LEED Certified - Gold,33.9806296,-117.6128428,,$8.31 - 10.16 (Est.),,4,505735,Preserve SP - LI,A,,,,10.16
1300 E Vine St,,Industrial,Existing,San Joaquin County,Lodi,Lodi,CA,95240,San Joaquin,1999,1,,189.0,0.58,324800,75200,75200,75200,75200,0,0,-,100.0,,2024 Tax @ $0.6275/sf,2024 Tax @ $0.6275/sf,,,EQT Real Estate,,2063104229.0,,Chad Rawlings,,Panattoni,EQT Real Estate,,800a/277-400v 3p 3w,"30'0""",45.0,"8/12'0""w x 14'0""h",60'w x 40'd,ESFR,,Reinforced Concrete,,,,,,509651,,,Lodi Industrial Park,0,17.15,747054.0,,38.1222217,-121.2497272,,$5.70 - 6.97 (Est.),,4,324800,M-1,A,,Vine Street at Guild Avenue,,6.97
4040 Vista Park Ct,Building 1B,Industrial,Existing,Sacramento County,Natomas/Northgate,Sacramento,CA,95834,Sacramento,1999,1,,245.0,1.69,145420,68640,20829,125840,125840,0,0,-,60.67,,2024 Tax @ $0.7269/sf,2024 Tax @ $0.7269/sf,,,Colliers,,9165633056.0,,Matt Lofrano,Schnitzer Properties,IDI Logistics,"Schnitzer Properties Management, LLC","Fenced Lot, Skylights",1200a/270-480v 3p,"30'0""",34.0,"6/12'0""w x 14'0""h",50'w x 52'd,ESFR,,Reinforced Concrete,,,City,City,,353339,,,Harsch Business Park,0,9.04,393782.0,,38.642631,-121.486014,,$9.00 - 11.00 (Est.),,4,145248,MP,A,,,,11.0
2510-2580 W Walnut Ave,Bldg 2,Industrial,Existing,Inland Empire East,San Bernardino,Rialto,CA,92376,San Bernardino,2005,1,,670.0,0.56,1197051,1197051,1197051,1197051,0,0,1197051,-,100.0,,2024 Tax @ $1.2110/sf,2024 Tax @ $1.2110/sf,,,Lee & Associates Commercial Real Estate Services,,9099897771.0,,Michael Chavez,"Prologis, Inc.","Prologis, Inc.","Prologis, Inc.","Fenced Lot, Mezzanine, Signage, Skylights, Reception",4000a/277-480v,"32'0""",175.0,"4/10'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,770320,,,ProLogis Park I-210,0,51.060399,2224191.0,,34.1312392,-117.4254103,,$5.99 - 7.33 (Est.),,4,1197051,SP,A,,Alder at I-210,,7.33
5125 Wheeler Ridge Rd,,Industrial,Existing,SE Outlying Kern County,SE Outlying Kern County,Tejon Ranch,CA,93203,Kern,2024,1,,,0.61,446400,446400,200000,446400,0,0,446400,-,100.0,,,,,,,,,,,,,Tejon Ranch Co.,,4000a/277-480v 3p 4w,"36'0""",74.0,2,50'w x 56'd,Yes,,Reinforced Concrete,,,,,,13867700,,,Tejon Ranch Commerce Center,0,27.26,1187446.0,,35.0025557,-118.9473063,,$6.60 - 8.07 (Est.),,4,223200,GI,A,,,,8.07
